hash,benchmark,verified-result,claimed-result,BreakID-kissat-noProofLogging.sh,BreakID-kissat-withUNSATCertificates-withProofLogging.sh,CaDiCaL-watchsat-lto,CaDiCaL_DVDL_V1,CaDiCaL_DVDL_V2,CadicalReorder,Cadical_ESA,IsaSAT,Kissat-MAB-rephasing,Kissat_MAB-HyWalk,Kissat_MAB_ESA,Kissat_MAB_MOSS,Kissat_MAB_UCB,Kissat_adaptive_restart,Kissat_cfexp,LSTech_CaDiCaL,LSTech_Maple,LSTech_kissat,LStech-Maple-BandSAT,LStech-Maple-FPS,LStech-Maple-HyWalk,MapleLCMDistChrBt-DL-v3,MergeSat 4.0-rc-rc3,SLIME SC-2022,SLIME SC-2022-alpha,SLIME SC-2022-beta,SLIME SC-2022-gamma,SeqFROST-ERE-All,SeqFROST-NoExtend,cadical-hack-gb,cadical_rel_Scavel,ekissat-mab-db-v1,ekissat-mab-db-v2,ekissat-mab-gb-db,glucose-reboot,hCaD_V1-psids,hCaD_V2,hKis-psids,hKis-sat,hKis-unsat,kissat-els-v1,kissat-els-v2,kissat-els-v3,kissat-els-v4,kissat-mab-gb,kissat-sc2022-bulky,kissat-sc2022-hyper,kissat-sc2022-light,kissat-watchsat-lto,kissat_inc,kissat_pre,kissat_relaxed
90add18e4ee4facb4f37737a9a2602cc,SC22_Timetable_C_436_E_40_Cl_29_S_27.cnf.xz,unknown,unknown,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
90e839c4b05d4a7ac011435921551060,SC22_Timetable_C_436_E_43_Cl_29_S_27.cnf.xz,unknown,unknown,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
90ec6ff35305fed1d9a87a3ecd87238b,linked_list_swap_contents_safety_unwind48.cnf.xz,unsat,unsat,2239.17,2299.53,1125.39,338.808,336.002,496.997,633.462,102.633,191.793,718.61,258.604,258.971,259.949,224.633,47.7377,542.888,366.585,1440.62,363.325,439.277,295.519,830.649,326.72,711.165,869.862,451.921,446.972,63.4458,61.7619,721.0,559.793,266.677,721.85,861.673,251.036,196.265,221.277,60.5643,29.7425,794.696,216.099,191.077,196.759,190.105,158.191,695.219,439.768,588.426,167.385,785.737,223.549,112.768
918ca8da0cbca88dcd34b0a6dec2b770,GP_100_950_32.cnf.xz,sat,sat,10000.0,10000.0,41.1151,37.4829,37.3145,38.6742,37.6404,10000.0,10000.0,3161.31,10000.0,3383.93,10000.0,10000.0,10000.0,39.6259,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,4905.52,10000.0,10000.0,10000.0,372.18,368.154,37.8783,38.7894,3815.91,10000.0,10000.0,10000.0,38.123,38.5976,10000.0,1751.82,10000.0,3794.34,4178.94,10000.0,10000.0,4299.18,10000.0,10000.0,10000.0,10000.0,2639.05,10000.0,4230.9
920bbe559da4ea37fd636605316a791c,SCPC-500-19.cnf.xz,unsat,unsat,78.4041,82.6262,34.0026,92.9655,46.4353,44.8868,38.8726,204.123,43.3649,107.407,106.613,91.2761,106.36,84.0555,93.4296,48.6564,123.173,122.8,124.629,102.533,108.96,75.3862,137.37,110.364,131.903,114.72,104.56,94.7617,103.953,43.4891,61.1694,80.562,102.536,85.9638,127.248,53.6361,38.2607,104.228,75.2021,69.3689,34.0379,45.4933,44.5712,46.6225,76.9066,36.1053,45.5252,40.4371,43.7738,83.5735,77.7611,77.3427
925c82e25f5391fc2f1f7a4a9e093cec,6s186_Iter99.cnf.xz,unknown,unknown,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
928436a6e8edbcde2d82504a85c88853,rphp_p90_r90.cnf.xz,unknown,unknown,396.109,501.917,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
93695f689b57cdb57c9b6d0d726e0f53,Break_triple_18_48.xml.cnf.xz,sat,sat,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,4231.34,10000.0,10000.0,10000.0,10000.0,10000.0,945.863,3439.29,2112.29,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,4961.12,10000.0,10000.0
95c00d0ae51d5d0a2a931ce82b77701f,af-synthesis_stb_50_140_0_sat.cnf.xz,sat,sat,45.2439,115.612,568.759,588.195,225.204,798.03,360.298,1787.84,10.8727,79.1893,77.7736,35.993,105.852,46.8852,175.89,972.804,118.265,296.978,88.9306,703.799,978.903,539.608,199.289,1051.76,550.899,800.722,1115.28,351.26,192.51,415.075,209.847,114.94,149.746,35.0131,46.3892,893.08,479.453,755.132,45.41,257.57,70.8584,56.6602,25.5958,6.52929,34.1039,39.313,62.5816,33.3431,112.608,151.868,118.522,72.5376
96f6aab24720f070a02e637f7252b482,grid-color-12-14-8-cb.cnf.xz,sat,sat,10000.0,10000.0,1537.63,10000.0,10000.0,1774.3,1776.55,10000.0,737.987,109.46,8.16091,8.15868,8.20943,765.804,722.723,443.346,42.5959,9.22983,1968.27,298.819,1249.42,2343.34,2836.91,993.043,677.422,2123.21,158.128,177.433,174.192,409.905,1771.94,412.229,242.202,759.447,1638.39,2546.62,10000.0,10000.0,92.9241,10000.0,10000.0,875.516,77.6959,52.4958,8.25166,842.61,112.913,3125.37,655.481,239.902,55.6347,10000.0
98dbd257808e551fd26cad78ba520955,ITC2021_Late_2.xml.cnf.xz,sat,sat,10000.0,10000.0,10000.0,3428.44,10000.0,10000.0,10000.0,10000.0,10000.0,4432.43,10000.0,3000.83,4188.51,10000.0,10000.0,10000.0,3542.65,1599.5,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,4497.4,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
9954ccd77da65ad003b73bf38de3bd78,4d_perfect_euler_bricks.cnf.xz,unknown,unknown,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
9cdf94203777c9f036f412bef1cc7c85,tseitin_n196_d3.cnf.xz,unknown,unsat,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
9cea216ba8c5051e489af11150504ba6,Break_20_36.xml.cnf.xz,unknown,unknown,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
9f7ec7ef3a908c2e93b5553670a207b1,rphp_p14_r14.cnf.xz,unknown,unsat,0.093895,0.111171,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
9f901378a6feabcc94019a018a70d42b,sin-mitern29.cnf.xz,unsat,unsat,54.6446,57.4461,47.5811,44.3188,41.8204,43.432,42.8591,149.815,56.1613,60.0373,59.6421,60.3701,60.3842,63.219,48.1747,53.0332,93.5595,68.7227,101.66,91.5992,99.6704,90.3382,132.691,84.5928,85.4806,81.4852,82.868,97.2344,89.2809,45.3011,44.0568,61.3617,57.9258,59.708,45.4245,42.8309,40.3885,68.9934,43.3971,45.4947,55.6537,77.8906,58.5013,69.0528,61.0922,76.7776,66.439,58.7614,78.3671,60.6913,63.0791,44.4672
a09b0e7764666af044fa7e63dd7e7aef,PancakeVsSelectionSort_8_3.cnf.xz,unsat,unsat,537.442,569.232,607.131,658.57,691.308,659.28,611.655,3787.63,588.67,621.155,620.924,606.837,671.121,557.598,650.901,560.721,1069.79,865.349,1403.57,1229.83,1355.93,931.692,2213.98,953.977,1001.68,966.167,987.229,638.603,588.117,666.903,581.947,653.764,654.76,682.994,613.577,715.198,546.844,429.662,536.464,514.602,624.411,599.46,529.835,467.406,668.119,437.433,451.193,414.144,665.64,648.422,541.748,829.343
a0e98fd44b74e6f255ca1e5a20bc01fd,cfi-rigid-d3-0180-02-orig.cnf.xz,unsat,unsat,3723.14,3910.76,2692.82,3641.81,3439.86,3280.02,3702.26,3878.4,802.257,1483.34,3514.09,3721.74,3522.85,550.339,2923.75,1843.76,2682.61,1862.38,2652.49,2425.24,2431.8,2446.06,1045.26,2576.56,2744.09,2726.62,2607.43,10000.0,10000.0,3243.43,3464.67,2332.49,2030.78,3875.08,366.916,1984.14,1295.35,1673.28,2077.35,3587.0,767.642,855.928,2135.0,1583.61,1982.95,842.676,817.745,567.494,821.478,2387.19,2275.32,10000.0
a1158a2d8c8a1c6da02c2c4fcb32337f,6s158_Iter2.cnf.xz,unsat,unsat,60.8355,63.6158,683.583,809.682,773.042,546.032,556.266,10000.0,22.1468,55.0101,59.6408,60.8874,39.2585,15.6721,334.253,511.323,213.139,335.898,207.869,157.976,174.299,70.6663,64.8546,63.5856,77.0548,68.3614,80.1118,73.77,73.7588,579.386,805.666,57.1133,119.881,37.8464,379.343,800.322,558.441,30.6593,191.311,32.6363,199.732,17.2593,24.2869,23.3837,119.525,14.9441,15.0432,31.8584,14.6459,58.9834,150.86,287.444
a2609893b71f219f4635d33ef1ff6eca,j3045_4_gmto_bm1.cnf.xz,unsat,unsat,1205.54,1244.6,872.447,1516.15,1464.17,1480.11,1277.1,10000.0,1631.86,1244.91,1253.01,1408.74,1253.78,1492.29,1516.37,1146.73,3594.22,2184.89,2088.62,2324.12,2709.7,1243.14,2368.28,1863.38,1782.93,3476.8,3152.09,1364.84,1577.54,1548.57,1366.05,1249.25,1316.23,1370.33,1802.31,1304.29,1294.67,990.539,1454.46,1206.08,1753.36,1417.05,1310.14,1252.41,1261.51,1149.21,1166.45,1160.87,1378.24,1319.75,1361.63,1720.1
a2bdae1f9d9695e8cf80cfbbd5f7d61f,PancakeVsSelectionSort_8_4.cnf.xz,unsat,unsat,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,4584.19,4838.7,10000.0,10000.0,10000.0,10000.0
a33d32bb816c0da62c7d946c18286a0d,SCPC-500-2.cnf.xz,unsat,unsat,136.724,140.601,79.2941,70.23,67.6911,67.1956,62.325,525.193,88.9338,192.147,189.75,199.482,187.2,80.1409,144.561,68.9374,170.938,225.697,147.318,137.124,143.193,114.11,264.332,217.044,213.332,169.428,179.084,167.797,165.161,62.5179,84.9228,165.472,201.147,163.814,179.424,105.745,69.1977,242.846,150.656,154.319,69.1388,86.9203,76.84,96.9025,171.52,66.3003,88.9337,73.1221,75.643,176.931,164.36,161.183
a42230be4432b010789b6f97b090343c,soelberg_unit_223.cnf.xz,unknown,sat,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
a4451734e7f5f2ce7b481688a693c4e9,worker_20_20_16_0.9.cnf.xz,unsat,unsat,10000.0,3444.22,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2720.91,10000.0,2503.77,2780.49,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2504.77,2406.57,2505.19,10000.0,1028.51,10000.0,2925.5,10000.0,2196.84,10000.0,10000.0,10000.0,10000.0,2712.93,10000.0,10000.0,10000.0,10000.0,1989.75,0.009956,10000.0
a44fce1796383ea31df08af3b0f65db3,soelberg_unit_159.cnf.xz,sat,sat,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,4678.71,10000.0,10000.0,4072.28,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,3892.05,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2132.27,10000.0,10000.0,4897.3,10000.0,10000.0,10000.0
a4bffff28417d6b4d72f7b9122988ba5,reconf10_68_queen15_2.cnf.xz,sat,sat,1374.33,1428.22,569.909,204.163,766.099,586.924,213.351,4998.57,354.773,251.32,597.9,590.553,2289.46,203.746,163.157,566.671,600.054,413.663,445.948,2507.52,396.944,2645.11,962.289,2008.9,10000.0,2362.14,10000.0,1433.99,695.812,849.859,679.864,1661.9,400.363,765.962,722.781,848.479,531.691,826.889,832.633,797.045,746.671,84.9585,1176.74,665.098,1259.5,331.247,624.785,162.133,3348.69,554.505,433.885,592.942
a58badecf3c901594f06d021f54c3a11,aws-c-common:aws_priority_queue_s_sift_either.cnf.xz,unsat,unsat,10000.0,10000.0,232.256,287.967,287.316,268.039,287.232,510.154,734.027,601.55,586.028,584.806,585.936,483.504,453.897,240.022,10000.0,4486.82,393.688,368.352,396.491,460.76,340.925,2691.97,616.083,388.873,396.7,327.162,191.746,288.639,293.115,579.154,377.369,973.883,86.8314,263.611,266.287,453.186,328.361,335.133,499.638,971.636,442.153,1002.88,521.829,613.344,639.865,566.232,1327.37,503.12,123.445,694.053
a5e0082efb1da4dabaa165c2bda5f85e,linked_list_swap_contents_safety_unwind41.cnf.xz,unsat,unsat,2132.9,2527.05,402.986,227.957,227.315,529.364,213.622,62.0,697.248,83.4615,87.6076,87.483,90.9893,684.276,13.4141,629.338,173.407,939.213,269.106,229.943,209.01,573.617,341.338,601.674,648.567,376.099,267.779,71.5085,67.4715,344.545,216.949,187.29,452.076,180.557,162.436,418.211,147.017,15.205,25.5836,145.387,229.536,816.125,311.882,362.552,64.4345,199.386,157.609,340.453,208.816,105.89,99.3926,13.616
a65dfd8b3468d202ff3ba8731018622e,j3037_10_gmto_bm1.cnf.xz,unsat,unsat,84.9526,89.5123,93.3349,88.5843,88.1434,73.1042,80.4439,265.043,87.7994,104.295,102.265,110.149,113.563,83.3161,90.149,75.8041,114.298,126.788,125.332,107.736,127.002,105.405,140.738,84.7162,140.57,80.6969,140.2,125.156,139.127,79.7381,78.8349,102.204,101.745,116.235,80.1915,103.191,76.2061,106.215,98.7844,78.5554,85.1318,100.962,88.8683,86.7818,109.452,76.401,88.0559,87.129,90.6634,109.887,110.16,98.9167
a7b23445c21b27eb3c918c1e96ba25df,hyp_cec_multi_1.cnf.xz,unknown,unknown,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
a7cb2567e1f5b7ec2f4ba09931e29b96,s2n:s2n_stuffer_write_base64.cnf.xz,unsat,unsat,3348.27,3337.41,1178.86,1188.97,1185.86,1097.84,1681.54,10000.0,1498.44,752.011,694.98,733.895,732.605,1197.39,813.318,1158.99,10000.0,10000.0,840.307,985.176,798.657,679.997,706.117,1041.8,809.515,733.434,769.177,1537.02,4538.5,1308.75,1240.84,680.596,746.526,742.682,425.124,1210.7,1077.29,536.267,721.6,544.723,1486.05,1168.87,1331.4,1709.16,694.736,952.648,977.071,948.172,1561.36,691.165,822.409,1995.64
aa4638ca3654f1a300c809125a3133ee,6s22_Iter57.cnf.xz,unsat,unsat,2077.0,2088.46,698.346,728.266,691.56,729.078,700.676,2177.04,566.518,644.344,508.162,665.649,650.622,556.128,782.673,721.171,1305.91,1756.5,1346.69,1251.49,1545.7,854.658,1294.01,1010.3,1051.41,1223.32,1407.63,719.752,644.467,639.256,770.673,516.074,625.159,614.067,729.858,722.703,574.514,578.368,700.784,692.788,674.038,546.552,565.148,579.909,620.776,602.619,675.653,768.078,592.46,594.532,587.535,838.966
ab660e179140ea816eca23098fd50078,sum_of_three_cubes_33_unknown_representation.cnf.xz,unknown,unknown,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
ae5f6e83a289d226a353efd95b663717,6s22_Iter99.cnf.xz,unknown,unsat,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
af63ce577d1fea121ba80b4b1d148f0c,sudoku-N30-22.cnf.xz,unsat,unsat,187.201,204.322,269.065,366.661,363.03,388.262,673.616,10000.0,538.635,210.213,207.025,207.743,209.457,509.36,1039.68,267.167,480.881,3122.34,279.897,276.517,282.329,297.164,234.616,421.348,496.758,293.475,300.189,159.786,152.856,295.46,379.556,247.812,246.292,216.174,226.427,229.788,409.699,188.874,639.314,200.734,450.955,472.239,459.323,466.791,271.735,511.377,455.734,375.024,505.931,344.449,276.365,604.817
af834fd3ce15078d2ab055c996758c00,sum_of_three_cubes_33_known_representation.cnf.xz,sat,sat,10000.0,10000.0,780.246,1523.18,10000.0,10000.0,10000.0,10000.0,734.416,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,3918.68,1444.43,3532.18,10000.0,10000.0,2450.46,1607.3,1281.75,3034.21,1160.61,10000.0,10000.0,2170.88,10000.0,2191.83,815.944,3144.03,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,4507.31,10000.0,10000.0,2400.34,1539.23,10000.0,2161.83,10000.0,10000.0,3857.72
b043968ec004b4ac19eb31926c24d22c,mdp-36-11-unsat.cnf.xz,unknown,unknown,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
b24684abee2e253a4aee233eed155a5b,GP_100_948_34.cnf.xz,sat,sat,10000.0,10000.0,33.7105,31.1683,30.8387,31.7658,31.5043,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,1439.39,10000.0,65.0296,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2146.83,2079.24,10000.0,2558.65,167.696,166.51,31.1006,31.5842,10000.0,10000.0,4832.82,10000.0,31.1562,30.6988,3591.18,10000.0,10000.0,10000.0,2348.59,10000.0,10000.0,10000.0,10000.0,2764.11,2797.04,10000.0,10000.0,10000.0,10000.0
b29cb3449d70126d186e1f6a4fccc419,pj2015_k9.cnf.xz,unsat,unsat,1473.39,1564.41,913.645,1008.04,1028.27,1111.91,2062.87,10000.0,1170.17,1447.51,1256.8,1459.91,1428.3,1216.56,2839.04,930.369,2734.14,3769.23,10000.0,2890.29,2475.3,1295.17,2829.05,3132.3,3285.12,3329.04,3366.87,1379.86,1276.88,948.08,979.3,1415.81,1422.59,1416.95,4508.48,1630.29,917.563,1296.88,2205.91,1325.68,1470.81,1210.96,1311.68,1264.55,1447.47,1137.49,990.592,1213.67,1317.81,1497.2,1349.02,2381.82
b2bcdd97e7d0ca8858b412eb34b26ba9,hyp_cec_multi_5.cnf.xz,unknown,unknown,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
b3828c92f2c77f8d7581570685679d76,sin_depth_miter_8.cnf.xz,unknown,unknown,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
b8d10f8c82a85c03c000fbd005e5a838,worker_50_150_40_0.85.cnf.xz,unknown,unsat,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.20402,10000.0
b8f9b018d16835c564dcd8395118c79f,aws-encryption-sdk-c:aws_cryptosdk_priv_hdr_parse_alg_id.cnf.xz,unsat,unsat,4955.9,4880.11,1345.57,1463.85,1270.25,1050.48,1350.71,10000.0,1236.16,887.673,1036.05,762.382,764.557,869.18,1356.32,807.373,10000.0,10000.0,825.049,766.89,788.247,1295.94,2125.12,1487.92,1082.64,806.465,794.672,1129.09,1184.05,881.909,1358.98,1138.9,775.666,1070.02,889.828,1079.98,1136.73,894.109,1643.12,453.135,1056.68,951.907,1294.08,1159.91,873.891,828.866,829.685,998.66,1152.37,653.116,616.793,1022.5
b913c17d26ac9f3ad15fa83dc98960c7,sudoku-N30-27.cnf.xz,unsat,unsat,183.212,187.548,312.787,276.737,257.967,279.48,691.036,10000.0,458.729,314.319,318.696,304.286,300.552,510.626,738.906,264.45,435.534,2955.26,325.554,314.896,325.287,322.559,246.923,477.13,472.969,266.24,287.99,152.748,153.639,282.246,271.997,292.794,299.749,237.073,246.678,287.327,387.023,199.209,598.243,260.386,532.62,546.134,579.487,494.812,308.635,445.653,460.836,436.476,557.685,219.431,355.397,504.468
b96071f89fa1b1670b8375010b1dd42b,SCPC-500-9.cnf.xz,unsat,unsat,88.2188,92.4312,45.7515,49.4733,49.3985,44.6957,57.6647,376.683,62.4039,109.979,109.104,113.193,109.42,56.7638,103.498,49.4514,137.182,135.339,128.798,132.047,118.113,81.6984,158.51,106.566,108.545,146.718,133.056,146.534,127.88,55.2217,71.6162,106.963,132.247,117.194,145.204,78.7983,41.486,132.468,107.091,98.17,48.154,78.1441,74.0967,87.7921,143.458,56.366,47.5031,50.5827,55.1888,127.385,116.929,112.584
