hash,benchmark,verified-result,claimed-result,CaDiCaL_DVDL_V1,CaDiCaL_DVDL_V2,CadicalReorder,Cadical_ESA,IsaSAT,Kissat_MAB-HyWalk,Kissat_MAB_ESA,Kissat_MAB_MOSS,Kissat_MAB_UCB,Kissat_adaptive_restart,LSTech_Maple,LStech-Maple-HyWalk,MapleLCMDistChrBt-DL-v3,SLIME SC-2022,SLIME SC-2022-beta,SeqFROST-NoExtend,cadical_rel_Scavel,ekissat-mab-db-v1,ekissat-mab-gb-db,glucose-reboot,hCaD_V1-psids,hKis-unsat,kissat-els-v1,kissat-els-v2,kissat-sc2022-bulky,kissat-sc2022-light,kissat_inc,kissat_relaxed
da910ce28610dff409989982dc14f4d2,rbsat-v1560c133795gyes7.cnf.xz,sat,sat,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,4890.91,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
db267ea0279158fb3ef0558b73506089,Steiner-135-32-bce.cnf.xz,sat,sat,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,2723.57,10000.0,10000.0,10000.0,4393.09,10000.0,10000.0,10000.0,10000.0,10000.0,4124.68,10000.0,2695.46,10000.0,10000.0,1420.03,10000.0,10000.0,10000.0
db3be4cbdcf663dbd37f6fa58d4f6bce,genurq5Sat.shuffled-as.sat03-1511.cnf.xz,sat,sat,0.027784,0.026853,0.009104,0.019087,0.184291,0.066329,0.059296,0.059169,0.060754,0.082781,0.005607,0.005241,1.39109,0.005268,0.005099,0.006201,0.008872,0.025175,0.025119,0.005761,0.029695,0.003532,0.128597,0.080271,0.065414,0.043262,0.010641,0.004761
db4fb5fcfcf1ec707225f26c8edceb6a,Schur_160_5_d33.cnf.xz,sat,sat,10000.0,10000.0,194.697,10000.0,10000.0,690.224,681.68,425.36,692.995,10000.0,1141.27,10000.0,10000.0,10000.0,3641.8,10000.0,10000.0,10000.0,242.904,10000.0,10000.0,10000.0,635.719,10000.0,10000.0,10000.0,1442.78,10000.0
dba368a504f627a9fb95cf0b65b512ea,170153306.cnf.xz,sat,sat,24.6831,24.0859,42.5871,22.5996,10000.0,3.81546,21.6496,34.1049,21.7403,375.086,7.05438,2.43711,748.069,0.139752,0.13982,96.0267,0.409601,28.2976,12.4314,115.848,10000.0,68.1804,8.03969,33.2422,28.0517,43.2081,0.820459,108.792
dbbd977e78d2e6a9d2d83c5077597591,Kakuro-easy-118-ext.xml.hg_4.cnf.xz,sat,sat,819.58,834.408,460.358,806.4,704.788,289.149,229.856,282.13,282.209,387.979,303.882,219.129,170.518,488.455,477.256,503.404,376.862,218.195,224.09,313.189,1661.53,196.055,295.372,349.676,265.115,152.612,130.71,293.654
dc4b49ad29c0241d7d2c9351e8cdd938,UR-15-5p1.cnf.xz,sat,sat,69.8731,22.9546,66.6036,70.6313,55.1742,11.1697,10.5186,10.4011,10.4495,28.5916,59.2114,67.9112,71.5695,104.897,66.5288,50.5149,70.5397,21.9655,39.6168,53.9507,88.2374,48.1266,32.5828,100.506,52.4894,36.2406,44.8163,28.3505
dc98cb692e3203258be6d4d31f566388,ak064modasbg2asisc.cnf.xz,sat,sat,0.199364,0.198556,0.209175,0.201886,4099.31,237.216,1206.17,96.4635,254.67,3813.71,10000.0,10000.0,10000.0,337.241,298.442,34.4891,0.203147,28.9657,437.598,24.0606,0.201288,408.64,410.611,214.51,6.22501,266.409,8.48563,13.7804
dcdc3d1d35c7ecee04826b8361f0d08b,stable-400-0.1-5-9876543214005.cnf.xz,sat,sat,1649.32,10000.0,2346.73,10000.0,2787.19,2423.01,794.923,2228.26,806.847,1205.11,1436.09,98.98,10000.0,505.913,579.776,1212.61,4074.61,10000.0,10000.0,612.92,10000.0,4641.31,1263.56,1302.03,495.908,658.606,2195.74,1456.31
dcdfb7b6a5e319f915449dcb2464304d,vlsat2_40170_5970608.dimacs.cnf.xz,sat,sat,10000.0,10000.0,10000.0,10000.0,3.20185,43.9441,43.6907,43.6045,44.0468,1477.33,100.552,44.966,10000.0,393.64,399.113,575.427,10000.0,210.873,211.956,99.4922,10000.0,2485.86,572.34,10000.0,117.15,225.914,24.3324,1627.59
