hash,benchmark,verified-result,claimed-result,mallob-kicaliglu,paracooba
b344f80cef9889d952c76736d0ad92d9,9dlx_vliw_at_b_iq6.cnf,unsat,unsat,42.449,248.834
b3cf73d0383f781adf09a2192fa03a15,string_compare_safety_cbmc_unwinding_670.cnf,unsat,unsat,61.271,633.019
b8d10f8c82a85c03c000fbd005e5a838,worker_50_150_40_0.85.cnf,unknown,unsat,2000.0,2000.0
b8f9b018d16835c564dcd8395118c79f,aws-encryption-sdk-c:aws_cryptosdk_priv_hdr_parse_alg_id.cnf,unsat,unsat,61.343,2000.0
b913c17d26ac9f3ad15fa83dc98960c7,sudoku-N30-27.cnf,unsat,unsat,25.341,136.335
b96071f89fa1b1670b8375010b1dd42b,SCPC-500-9.cnf,unsat,unsat,4.408,37.321
b962abe508e5a677dbce14056111b48b,j3037_1_rggt_bm1.cnf,unsat,unsat,43.445,865.354
bb0613595001749a0ada02f2da85bc89,PancakeVsInsertSort_7_7.cnf,unsat,unsat,26.63,919.575
bb80971144a5423532aea9424dade891,div-mitern174.cnf,unsat,unsat,7.502,19.629
bcb2104a3558d87ac3b2107c10d54648,mp1-blockpuzzle_5x12_s6_free3.cnf,unsat,unsat,13.51,477.997
bd5bc8b7711b75f3cd3ad935bf000659,af-synthesis_stb_50_20_8_unsat.cnf,unsat,unsat,30.518,2000.0
c0df94532b1ca8a705d3af05378f377d,SCPC-500-20.cnf,unsat,unsat,4.417,44.619
c1b30b4e03c3024ad9d084e29e79aa46,BubbleVsPancakeSort_6_6.cnf,unsat,unsat,7.307,53.197
c221c5dc006de79e561124dab52aae82,mdp-28-12-unsat.cnf,unsat,unsat,39.637,2000.0
c23aed727ae2d9cbb888d771991995aa,tseitin_grid_n16_m16.cnf,unknown,unsat,2.407,2000.0
c2894b8d82492f03bb73bbc65896c016,aws-c-common:aws_priority_queue_s_remove_node.cnf,unsat,unsat,71.362,559.301
c33dc89922f1ddea4e7eeddafe4143b3,reconf20_20_grid10_1_6141.cnf,unsat,unsat,15.628,2000.0
c3b4a96d92da617218449abad4334d6d,div-mitern164.cnf,unsat,unsat,80.444,2000.0
c3de1f05d136b8ec420732ca829f3217,corePKCS11:C_CreateObject.cnf,unsat,unsat,33.45,187.331
c846dfb21b50596aef8fbe5591d75eb0,UNSAT_MS_opt_snake_p20.pddl_29.cnf,unsat,unsat,23.736,2000.0
c98459d6a1763d809729e276b9c4cbbd,linked_list_swap_contents_safety_unwind74.cnf,unsat,unsat,81.157,2000.0
c9886f58320a360adbc8db9470563bea,ctl_4291_567_12_unsat.cnf,unsat,unsat,11.527,656.709
ca6db14aaa04027d2b8af47ec910bd68,cfi-rigid-s2-0064-04-or_2.cnf,unsat,unsat,19.422,798.09
cac1c09f968ef8654c499156d1292385,SCPC-500-18.cnf,unsat,unsat,4.523,91.997
cb3c725fd30d50c6785b907054194260,worker_40_40_30_0.9.cnf,unknown,unsat,2000.0,2000.0
cb8f9ffb66d9b5ef663e6759be0b5e4e,q_query_3_L200_coli.sat.cnf,unsat,unsat,30.228,140.864
cbd7e28e510e658abbbe312bdffc6407,worker_50_50_50_0.85.cnf,unknown,unsat,2000.0,2000.0
cd1585619fea2f2634525a3663873764,linked_list_swap_contents_safety_unwind55.cnf,unsat,unsat,49.53,222.225
