hash,benchmark,verified-result,claimed-result,mallob-kicaliglu,paracooba
80023e9fd0e627f71c2d953432613b5f,hyp_cec_multi_4.cnf,unknown,unknown,2000.0,2000.0
807133f4461a11e39a390dfcf67a4fc6,summle_X11113_steps8_I1-2-2-4-4-8-25-100.cnf,sat,sat,6.589,24.575
810ce4a78bc01ddc5a043d95f9584f2f,005-80-12.cnf,sat,sat,57.371,151.597
81b674a2aa6fbda9b06cf8ea334ddc44,beempgsol2b1.cnf,unsat,unsat,10.516,300.343
81e73c41a76d7b432cf86c43ffe23986,PancakeVsInsertSort_8_6.cnf,unsat,unsat,84.67,2000.0
85aa1f0820da17412b8ee803b4a85207,sudoku-N30-4.cnf,unsat,unsat,172.644,2000.0
885c0d25480fe4db3cd5d3b4bc044e76,SCPC-500-17.cnf,unsat,unsat,5.407,234.016
889b6d29998ade866e64c46f807a98bc,6s320rb1_Iter9.cnf,sat,sat,11.62,332.977
88bfa72210baef40a2903d95044dc19d,linked_list_swap_contents_safety_unwind40.cnf,unsat,unsat,20.624,63.375
8aee61ed27bf700a548ca9c097203749,SAT_MS_sat_snake_p01.pddl_39.cnf,sat,sat,27.537,2000.0
8bb5819a23a8f1dff851d608bec008ca,ITC2021_Late_6.xml.cnf,sat,sat,3.218,66.163
8bfbffbfea9e5a5993bc024f39adff84,worker_40_80_40_0.85.cnf,unknown,unsat,2000.0,2000.0
8c0af30cc2a89e3fee97852633bed956,div_miter_lec_1.cnf,unknown,unknown,2000.0,2000.0
8c8b72ac19c0f93813b614a18abaf512,aws-encryption-sdk-c:aws_cryptosdk_keyring_trace_eq.cnf,unsat,unsat,68.458,492.749
8e659f42dd85a193fccc9cbbcc4627ed,sum_of_three_cubes_3_unknown_representation.cnf,unknown,unknown,2000.0,2000.0
8efdd60faa21ddcace492bff0479408b,Break_triple_20_54.xml.cnf,unknown,sat,2000.0,2000.0
8f3d4a4fedf4689ae0e6df362478d551,PancakeVsSelectionSort_7_6.cnf,unsat,unsat,33.654,2000.0
90add18e4ee4facb4f37737a9a2602cc,SC22_Timetable_C_436_E_40_Cl_29_S_27.cnf,unknown,unknown,2000.0,2000.0
90e839c4b05d4a7ac011435921551060,SC22_Timetable_C_436_E_43_Cl_29_S_27.cnf,unknown,unknown,2000.0,2000.0
90ec6ff35305fed1d9a87a3ecd87238b,linked_list_swap_contents_safety_unwind48.cnf,unsat,unsat,33.545,204.874
918ca8da0cbca88dcd34b0a6dec2b770,GP_100_950_32.cnf,sat,sat,31.757,2000.0
920bbe559da4ea37fd636605316a791c,SCPC-500-19.cnf,unsat,unsat,5.088,14.174
925c82e25f5391fc2f1f7a4a9e093cec,6s186_Iter99.cnf,unknown,unknown,2000.0,2000.0
928436a6e8edbcde2d82504a85c88853,rphp_p90_r90.cnf,unknown,unknown,2000.0,2000.0
93695f689b57cdb57c9b6d0d726e0f53,Break_triple_18_48.xml.cnf,sat,sat,396.41,2000.0
95c00d0ae51d5d0a2a931ce82b77701f,af-synthesis_stb_50_140_0_sat.cnf,sat,sat,5.392,308.048
96f6aab24720f070a02e637f7252b482,grid-color-12-14-8-cb.cnf,sat,sat,8.715,37.9
98dbd257808e551fd26cad78ba520955,ITC2021_Late_2.xml.cnf,sat,sat,137.516,2000.0
9954ccd77da65ad003b73bf38de3bd78,4d_perfect_euler_bricks.cnf,unknown,unknown,2000.0,2000.0
9cdf94203777c9f036f412bef1cc7c85,tseitin_n196_d3.cnf,unknown,unsat,2.416,2000.0
9cea216ba8c5051e489af11150504ba6,Break_20_36.xml.cnf,unknown,unknown,2000.0,2000.0
9e35558ea8ffba630cd8c8f90e14af14,string_compare_safety_cbmc_unwinding_730.cnf,unsat,unsat,59.264,731.15
